Part_Desc_;Rework;Work_Order_Qty;Case ID;label;Activity;Resource;Report_Type;Resource.1;Qty_Completed;Qty_for_MRB;activity_duration;Complete Timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases;en_event;nr_cases;nr_past_events;nr_ongoing_cases;cr_cases_intensity;complete_cases_intensity;hour_day;day_week;day_month;month_year
Spur Gear;missing;85;Case210;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;41.0;2012-01-05 07:35:00;455;1;3;7;68.0;2375.0;6;21;28;22;5.0;41;0.2647058823529412;0.002105263157894737;1.0;1.0;16.0;1.0
Gauge;missing;10;Case227;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;10;0;56.0;2012-01-05 07:56:00;476;1;3;7;416.0;416.0;2;20;2;21;1.0;48;0.009615384615384616;0.002403846153846154;11.0;1.0;2.0;1.0
O-Ring;missing;9;Case265;regular;Turning - Machine 8;ID0997;D;Machine 15 - Turning;9;0;52.0;2012-01-05 08:26:00;506;1;3;8;987.0;987.0;2;20;16;21;1.0;48;0.010131712259371834;0.002026342451874367;1.0;1.0;9.0;1.0
Housing;missing;46;Case153;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;4;0;35.0;2012-01-05 08:40:00;520;1;3;8;893.0;3650.0;4;20;5;21;3.0;41;0.02463605823068309;0.002191780821917808;7.0;2.0;3.0;1.0
Electrical Contact;missing;320;Case238;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;83.0;2012-01-05 09:23:00;563;1;3;9;157.0;4463.0;14;20;15;21;13.0;18;0.16560509554140126;0.0017925162446784674;11.0;4.0;5.0;1.0
Wheel Shaft;missing;20;Case201;deviant;Turning - Machine 8;ID4219;D;Machine 15 - Turning;0;0;1.0;2012-01-05 10:11:00;611;1;3;10;1976.0;1976.0;3;20;23;21;2.0;5;0.0075910931174089065;0.0020242914979757085;23.0;2.0;10.0;1.0
Cable Head;missing;17;Case185;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;5;0;43.0;2012-01-05 10:13:00;613;1;3;10;553.0;3418.0;5;20;21;21;4.0;48;0.0379746835443038;0.0023405500292568754;23.0;1.0;9.0;1.0
Compound Dies;missing;18;Case263;regular;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;5;0;135.0;2012-01-05 10:45:00;645;1;3;10;219.0;4305.0;8;20;22;21;7.0;41;0.1095890410958904;0.0018583042973286876;13.0;2.0;10.0;1.0
Compound Dies;missing;18;Case263;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;18;0;60.0;2012-01-05 11:30:00;690;1;3;11;45.0;4350.0;9;20;22;21;7.0;41;0.5333333333333333;0.0018390804597701149;13.0;2.0;10.0;1.0
Electrical Contact;missing;320;Case238;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;54;0;643.0;2012-01-05 11:32:00;692;1;3;11;129.0;4592.0;15;19;15;20;13.0;18;0.20155038759689922;0.0017421602787456446;11.0;4.0;5.0;1.0
Compound Dies;missing;18;Case263;regular;Flat Grinding - Machine 11;ID0998;D;Machine 11 - Grinding;18;0;41.0;2012-01-05 12:27:00;747;1;3;12;57.0;4407.0;10;19;22;20;7.0;41;0.42105263157894735;0.0020422055820285907;13.0;2.0;10.0;1.0
Barrel;missing;32;Case250;regular;Final Inspection Q.C.;ID4163;D;Quality Check 1;0;0;350.0;2012-01-05 12:50:00;770;1;3;12;1130.0;2690.0;3;19;14;20;2.0;41;0.01592920353982301;0.0026022304832713753;9.0;4.0;5.0;1.0
Wheel Shaft;missing;20;Case201;deviant;Turning - Machine 8;ID4219;S;Machine 15 - Turning;1;0;220.0;2012-01-05 13:52:00;832;1;3;13;221.0;2197.0;4;19;23;20;2.0;5;0.06787330316742081;0.002275830678197542;23.0;2.0;10.0;1.0
Cable Head;missing;153;Case266;deviant;Turning & Milling - Machine 5;ID4429;D;Machine 5 - Turning & Milling;36;0;431.0;2012-01-05 14:17:00;857;1;3;14;452.0;1777.0;4;19;15;20;3.0;19;0.033185840707964605;0.0016882386043894203;11.0;4.0;5.0;1.0
Cable Head;missing;17;Case185;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;0;0;190.0;2012-01-05 14:40:00;880;1;3;14;267.0;3685.0;6;19;21;20;4.0;48;0.07865168539325842;0.0024423337856173677;23.0;1.0;9.0;1.0
other;missing;40;Case255;regular;Turning Q.C.;ID4618;D;Quality Check 1;40;0;75.0;2012-01-05 15:13:00;913;1;3;15;4153.0;4153.0;2;19;5;20;1.0;41;0.005538165181796292;0.0021671081146159405;7.0;2.0;3.0;1.0
Ballnut;missing;108;Case215;regular;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;241.0;2012-01-05 15:21:00;921;1;3;15;0.0;0.0;1;20;12;21;0.0;48;0;0;13.0;3.0;4.0;1.0
Spur Gear;missing;20;Case236;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;20;0;336.0;2012-01-05 15:29:00;929;1;3;15;1351.0;3959.0;7;20;8;21;4.0;41;0.01776461880088823;0.0022733013387218996;16.0;2.0;3.0;1.0
Cable Head;missing;185;Case225;deviant;Grinding Rework - Machine 27;ID4872;D;Machine 27 - Grinding;0;0;535.0;2012-01-05 15:52:00;952;1;3;15;0.0;0.0;1;21;51;22;0.0;48;0;0;12.0;4.0;26.0;1.0
Barrel;missing;32;Case250;regular;Milling - Machine 16;ID4326;D;Machine 16 - Milling;8;0;540.0;2012-01-05 16:00:00;960;1;3;16;190.0;2880.0;4;21;14;22;3.0;41;0.11052631578947368;0.0024305555555555556;9.0;4.0;5.0;1.0
Cable Head;missing;153;Case266;deviant;Turning & Milling Q.C.;ID4163;S;Quality Check 1;0;0;130.0;2012-01-05 16:10:00;970;1;3;16;113.0;1890.0;5;21;15;22;3.0;19;0.1592920353982301;0.0015873015873015873;11.0;4.0;5.0;1.0
Cable Head;missing;3;Case277;deviant;Lapping - Machine 1;ID4528;D;Machine 1 - Lapping;3;0;54.0;2012-01-05 16:54:00;1014;1;3;16;3819.0;4374.0;3;21;13;22;2.0;1;0.0068080649384655665;0.00205761316872428;1.0;4.0;5.0;1.0
Spur Gear;missing;85;Case210;regular;Turning & Milling - Machine 6;ID4529;D;Machine 6 - Turning & Milling;22;0;540.0;2012-01-05 17:00:00;1020;1;3;17;565.0;2940.0;7;21;28;22;6.0;41;0.03893805309734513;0.002380952380952381;1.0;1.0;16.0;1.0
Cable Head;missing;30;Case219;deviant;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;15;0;28.0;2012-01-05 17:35:00;1055;1;3;17;2911.0;2911.0;2;21;7;22;0.0;3;0.007557540364136035;0.0024046719340432843;9.0;2.0;3.0;1.0
Cable Head;missing;153;Case266;deviant;Turning & Milling Q.C.;ID4287;D;Quality Check 1;153;0;35.0;2012-01-05 17:35:00;1055;1;3;17;85.0;1975.0;6;21;15;22;3.0;19;0.23529411764705882;0.0015189873417721519;11.0;4.0;5.0;1.0
Wheel Shaft;missing;20;Case201;deviant;Turning - Machine 8;ID4219;D;Machine 15 - Turning;2;0;224.0;2012-01-05 17:37:00;1057;1;3;17;225.0;2422.0;5;21;23;22;2.0;5;0.08888888888888889;0.002064409578860446;23.0;2.0;10.0;1.0
Cable Head;missing;153;Case266;deviant;Turning & Milling - Machine 5;ID4429;S;Machine 5 - Turning & Milling;1;0;195.0;2012-01-05 17:37:00;1057;1;3;17;2.0;1977.0;7;21;15;22;3.0;19;10.0;0.0015174506828528073;11.0;4.0;5.0;1.0
Wheel Shaft;missing;20;Case201;deviant;Turning - Machine 8;ID4219;S;Machine 15 - Turning;0;0;3.0;2012-01-05 17:42:00;1062;1;3;17;5.0;2427.0;6;21;23;22;2.0;5;4.0;0.0020601565718994645;23.0;2.0;10.0;1.0
Ballnut;missing;108;Case215;regular;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;78;0;145.0;2012-01-05 17:47:00;1067;1;3;17;146.0;146.0;2;21;12;22;0.0;48;0.0547945205479452;0;13.0;3.0;4.0;1.0
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4167;S;Machine 4 - Turning & Milling;0;0;344.0;2012-01-05 17:58:00;1078;1;3;17;0.0;0.0;1;22;78;23;0.0;48;0;0;11.0;2.0;28.0;2.0
Cable Head;missing;3;Case277;deviant;Round Grinding - Manual;ID4528;S;Machine 27 - Grinding;0;0;90.0;2012-01-05 18:30:00;1110;1;3;18;96.0;4470.0;4;22;13;23;3.0;1;0.28125;0.0020134228187919465;1.0;4.0;5.0;1.0
Cable Head;missing;153;Case266;deviant;Turning & Milling - Machine 5;ID4932;S;Machine 5 - Turning & Milling;0;0;59.0;2012-01-05 20:50:00;1250;1;3;20;193.0;2170.0;8;22;15;23;3.0;19;0.10880829015544041;0.0013824884792626728;11.0;4.0;5.0;1.0
Ballnut;missing;108;Case215;regular;Turning & Milling - Machine 8;ID4445;D;Machine 8 - Turning & Milling;30;0;70.0;2012-01-05 22:03:00;1323;1;3;22;256.0;402.0;3;22;12;23;0.0;48;0.03515625;0;13.0;3.0;4.0;1.0
Cable Head;missing;3;Case277;deviant;Round Grinding - Manual;ID4528;D;Machine 27 - Grinding;0;0;315.0;2012-01-05 23:45:00;1425;1;3;23;315.0;4785.0;5;22;13;23;3.0;1;0.08571428571428572;0.0018808777429467085;1.0;4.0;5.0;1.0
Spur Gear;missing;85;Case210;regular;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;8;0;218.0;2012-01-06 00:00:00;0;1;4;0;420.0;3360.0;8;22;28;23;6.0;41;0.05476190476190476;0.0020833333333333333;1.0;1.0;16.0;1.0
Housing;missing;46;Case153;regular;Packing;ID4820;D;Packing;4;0;60.0;2012-01-06 01:00:00;60;1;4;1;980.0;4630.0;5;20;5;22;3.0;41;0.026530612244897958;0.0019438444924406047;7.0;2.0;3.0;1.0
Spur Gear;missing;20;Case236;regular;Packing;ID4491;D;Packing;20;0;60.0;2012-01-06 01:00:00;60;1;4;1;571.0;4530.0;8;20;8;21;7.0;41;0.04553415061295972;0.002207505518763797;16.0;2.0;3.0;1.0
Spur Gear;missing;225;Case254;regular;Packing;ID4820;D;Packing;225;0;60.0;2012-01-06 01:00:00;60;1;4;1;1983.0;5085.0;6;20;7;21;4.0;48;0.01361573373676248;0.0021632251720747294;9.0;2.0;3.0;1.0
Spur Gear;missing;105;Case230;deviant;Turning & Milling - Machine 6;ID4794;B;Machine 6 - Turning & Milling;0;0;71.0;2012-01-06 01:14:00;74;1;4;1;0.0;0.0;1;21;10;22;0.0;15;0;0;7.0;3.0;4.0;1.0
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4794;S;Machine 4 - Turning & Milling;2;0;293.0;2012-01-06 01:14:00;74;1;4;1;436.0;436.0;2;21;78;22;1.0;48;0.013761467889908258;0.0045871559633027525;11.0;2.0;28.0;2.0
Spur Gear;missing;105;Case230;deviant;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;0;0;326.0;2012-01-06 06:39:00;399;1;4;6;325.0;325.0;2;21;10;22;0.0;15;0.003076923076923077;0;7.0;3.0;4.0;1.0
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4794;D;Machine 4 - Turning & Milling;15;0;324.0;2012-01-06 06:39:00;399;1;4;6;325.0;761.0;3;21;78;22;1.0;48;0.018461538461538463;0.002628120893561104;11.0;2.0;28.0;2.0
Cable Head;missing;153;Case266;deviant;Turning & Milling - Machine 5;ID4932;D;Machine 5 - Turning & Milling;33;0;590.0;2012-01-06 06:41:00;401;1;4;6;591.0;2761.0;9;21;15;22;8.0;19;0.03722504230118443;0.0018109380659181455;11.0;4.0;5.0;1.0
Wheel Shaft;missing;20;Case201;deviant;Turning - Machine 8;ID4219;D;Machine 15 - Turning;1;0;69.0;2012-01-06 08:00:00;480;1;4;8;858.0;3285.0;7;21;23;22;6.0;5;0.02564102564102564;0.00213089802130898;23.0;2.0;10.0;1.0
Spur Gear;missing;85;Case210;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;97.0;2012-01-06 08:27:00;507;1;4;8;507.0;3867.0;9;21;28;22;6.0;41;0.047337278106508875;0.0023273855702094647;1.0;1.0;16.0;1.0
Punch Holder;missing;350;Case267;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;125.0;2012-01-06 09:44:00;584;1;4;9;185.0;946.0;4;21;78;22;1.0;48;0.03783783783783784;0.0021141649048625794;11.0;2.0;28.0;2.0
Ballnut;missing;108;Case215;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;1.0;2012-01-06 09:46:00;586;1;4;9;703.0;1105.0;4;21;12;22;3.0;48;0.015647226173541962;0.0018099547511312218;13.0;3.0;4.0;1.0
Spur Gear;missing;85;Case210;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;85;0;5.0;2012-01-06 10:09:00;609;1;4;10;102.0;3969.0;10;21;28;22;9.0;41;0.23529411764705882;0.0022675736961451248;1.0;1.0;16.0;1.0
Spur Gear;missing;225;Case254;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;225;0;1.0;2012-01-06 10:25:00;625;1;4;10;565.0;5650.0;7;20;7;21;4.0;48;0.049557522123893805;0.0019469026548672567;9.0;2.0;3.0;1.0
Ballnut;missing;108;Case215;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;108;0;75.0;2012-01-06 11:02:00;662;1;4;11;76.0;1181.0;5;20;12;21;4.0;48;0.14473684210526316;0.002540220152413209;13.0;3.0;4.0;1.0
Ballnut;missing;48;Case155;regular;Turning - Machine 8;ID0997;S;Machine 15 - Turning;0;0;285.0;2012-01-06 11:56:00;716;1;4;11;0.0;0.0;1;21;12;22;0.0;41;0;0;13.0;3.0;4.0;1.0
Ballnut;missing;48;Case155;regular;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;0;0;42.0;2012-01-06 12:38:00;758;1;4;12;42.0;42.0;2;21;12;22;0.0;41;0;0;13.0;3.0;4.0;1.0
Cable Head;missing;153;Case266;deviant;Turning & Milling - Machine 5;ID4429;D;Machine 5 - Turning & Milling;20;0;318.0;2012-01-06 12:39:00;759;1;4;12;358.0;3119.0;10;21;15;22;8.0;19;0.06424581005586592;0.0019236934915036871;11.0;4.0;5.0;1.0
Wheel Shaft;missing;20;Case201;deviant;Turning - Machine 8;ID4219;B;Machine 15 - Turning;0;0;279.0;2012-01-06 12:40:00;760;1;4;12;280.0;3565.0;8;21;23;22;7.0;5;0.08214285714285714;0.002244039270687237;23.0;2.0;10.0;1.0
Spur Gear;missing;85;Case210;regular;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;38;0;23.0;2012-01-06 12:49:00;769;1;4;12;160.0;4129.0;11;21;28;22;9.0;41;0.15625;0.002421893921046258;1.0;1.0;16.0;1.0
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;20;0;318.0;2012-01-06 12:52:00;772;1;4;12;188.0;1134.0;5;21;78;22;1.0;48;0.0425531914893617;0.0026455026455026454;11.0;2.0;28.0;2.0
Barrel;missing;32;Case250;regular;Milling - Machine 16;ID4326;D;Machine 16 - Milling;7;0;360.0;2012-01-06 13:00:00;780;1;4;13;1260.0;4140.0;5;21;14;22;4.0;41;0.01984126984126984;0.0024154589371980675;9.0;4.0;5.0;1.0
Wheel Shaft;missing;20;Case201;deviant;Turning - Machine 8;ID4219;D;Machine 15 - Turning;1;0;28.0;2012-01-06 13:08:00;788;1;4;13;28.0;3593.0;9;21;23;22;7.0;5;0.8214285714285714;0.002226551628165878;23.0;2.0;10.0;1.0
Ballnut;missing;48;Case155;regular;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;13;0;75.0;2012-01-06 13:53:00;833;1;4;13;75.0;117.0;3;21;12;22;0.0;41;0.06666666666666667;0;13.0;3.0;4.0;1.0
Cable Head;missing;153;Case266;deviant;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;0;0;1080.0;2012-01-07 07:00:00;420;1;5;7;1101.0;4220.0;11;21;15;22;10.0;19;0.02089009990917348;0.0014218009478672985;11.0;4.0;5.0;1.0
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4529;D;Machine 4 - Turning & Milling;30;0;1080.0;2012-01-07 07:00:00;420;1;5;7;1088.0;2222.0;6;21;78;22;5.0;48;0.008272058823529412;0.0013501350135013501;11.0;2.0;28.0;2.0
Cable Head;missing;153;Case266;deviant;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;0;0;990.0;2012-01-07 23:30:00;1410;1;5;23;990.0;5210.0;12;21;15;22;10.0;19;0.023232323232323233;0.0011516314779270633;11.0;4.0;5.0;1.0
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4529;D;Machine 4 - Turning & Milling;30;0;990.0;2012-01-07 23:30:00;1410;1;5;23;990.0;3212.0;7;21;78;22;5.0;48;0.00909090909090909;0.0009339975093399751;11.0;2.0;28.0;2.0
Cable Head;missing;185;Case225;deviant;Laser Marking - Machine 7;ID4872;D;Machine 7- Laser Marking;79;0;75.0;2012-01-08 01:15:00;75;1;6;1;3443.0;3443.0;2;21;51;22;1.0;48;0.003194888178913738;0.0008713331397037467;12.0;4.0;26.0;1.0
Cable Head;missing;153;Case266;deviant;Turning & Milling - Machine 5;ID4641;D;Machine 5 - Turning & Milling;36;0;419.0;2012-01-08 06:35:00;395;1;6;6;425.0;5635.0;13;21;15;22;12.0;19;0.05411764705882353;0.001064773735581189;11.0;4.0;5.0;1.0
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4641;D;Machine 4 - Turning & Milling;33;0;426.0;2012-01-08 06:43:00;403;1;6;6;433.0;3645.0;8;21;78;22;7.0;48;0.023094688221709007;0.0008230452674897119;11.0;2.0;28.0;2.0
Spur Gear;missing;85;Case210;regular;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;47;0;20.0;2012-01-08 07:50:00;470;1;6;7;2581.0;6710.0;12;21;28;22;11.0;41;0.009686168151879117;0.0014903129657228018;1.0;1.0;16.0;1.0
Wheel Shaft;missing;20;Case201;deviant;Turning - Machine 8;ID4219;D;Machine 15 - Turning;1;0;71.0;2012-01-08 07:54:00;474;1;6;7;2566.0;6159.0;10;21;23;22;9.0;5;0.008963367108339828;0.001298912161065108;23.0;2.0;10.0;1.0
Cable Head;missing;3;Case277;deviant;Round Grinding - Manual;ID4528;D;Machine 27 - Grinding;3;0;100.0;2012-01-08 08:30:00;510;1;6;8;3405.0;8190.0;6;21;13;22;3.0;1;0.008516886930983847;0.0014652014652014652;1.0;4.0;5.0;1.0
Cable Head;missing;153;Case266;deviant;Turning & Milling - Machine 5;ID4932;D;Machine 5 - Turning & Milling;0;0;93.0;2012-01-08 08:39:00;519;1;6;8;124.0;5759.0;14;21;15;22;12.0;19;0.18548387096774194;0.0010418475429762111;11.0;4.0;5.0;1.0
Cable Head;missing;3;Case277;deviant;Lapping - Machine 1;ID4528;D;Machine 1 - Lapping;3;0;10.0;2012-01-08 08:40:00;520;1;6;8;10.0;8200.0;7;21;13;22;6.0;1;2.9;0.0014634146341463415;1.0;4.0;5.0;1.0
Punch Holder;missing;350;Case267;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;130.0;2012-01-08 10:00:00;600;1;6;10;197.0;3842.0;9;21;78;22;7.0;48;0.050761421319796954;0.0007808433107756377;11.0;2.0;28.0;2.0
Cable Head;missing;3;Case277;deviant;Round Grinding - Manual;ID4528;S;Machine 27 - Grinding;0;0;57.0;2012-01-08 10:00:00;600;1;6;10;80.0;8280.0;8;21;13;22;6.0;1;0.3625;0.0014492753623188406;1.0;4.0;5.0;1.0
Gauge;missing;5;Case203;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;5;0;103.0;2012-01-08 10:43:00;643;1;6;10;0.0;0.0;1;22;7;23;0.0;48;0;0;9.0;2.0;3.0;1.0
Wheel Shaft;missing;20;Case201;deviant;Turning Q.C.;ID4493;D;Quality Check 1;3;0;61.0;2012-01-08 11:13:00;673;1;6;11;199.0;6358.0;11;22;23;23;10.0;5;0.12060301507537688;0.0012582573136206354;23.0;2.0;10.0;1.0
Cable Head;missing;17;Case185;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;7;0;134.0;2012-01-08 11:14:00;674;1;6;11;4114.0;7799.0;7;22;21;23;6.0;48;0.006806028196402528;0.0015386588024105655;23.0;1.0;9.0;1.0
Ballnut;missing;48;Case155;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;23.0;2012-01-08 11:59:00;719;1;6;11;2766.0;2883.0;4;22;12;23;3.0;41;0.0032537960954446853;0;13.0;3.0;4.0;1.0
Spur Gear;missing;105;Case230;deviant;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;1;0;176.0;2012-01-08 12:09:00;729;1;6;12;3210.0;3535.0;3;22;10;23;0.0;15;0.003426791277258567;0.0002828854314002829;7.0;3.0;4.0;1.0
Spur Gear;missing;105;Case230;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;5;0;11.0;2012-01-08 12:28:00;748;1;6;12;19.0;3554.0;4;22;10;23;0.0;15;0.5789473684210527;0.0002813731007315701;7.0;3.0;4.0;1.0
Cable Head;missing;153;Case266;deviant;Turning & Milling Q.C.;ID4163;D;Quality Check 1;131;0;230.0;2012-01-08 12:50:00;770;1;6;12;251.0;6010.0;15;21;15;22;12.0;19;0.09561752988047809;0.0009983361064891847;11.0;4.0;5.0;1.0
Cable Head;Y;17;Case185;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;7;0;57.0;2012-01-08 13:37:00;817;1;6;13;143.0;7942.0;8;21;21;22;7.0;48;0.1958041958041958;0.0016368672878368168;23.0;1.0;9.0;1.0
Gauge;missing;5;Case203;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;5;0;50.0;2012-01-08 13:37:00;817;1;6;13;174.0;174.0;2;21;7;22;0.0;48;0.022988505747126436;0.005747126436781609;9.0;2.0;3.0;1.0
Ballnut;missing;108;Case215;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;100;0;43.0;2012-01-08 14:20:00;860;1;6;14;3078.0;4259.0;6;21;12;22;4.0;48;0.004548408057179987;0.0009391876027236441;13.0;3.0;4.0;1.0
Spur Gear;missing;84;Case211;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;18.0;2012-01-08 15:02:00;902;1;6;15;0.0;0.0;1;22;9;23;0.0;41;0;0;1.0;3.0;4.0;1.0
Cutting Wheel;missing;21;Case206;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;5.0;2012-01-08 15:07:00;907;1;6;15;0.0;0.0;1;23;11;24;0.0;1;0;0;12.0;3.0;4.0;1.0
Cable Head;missing;151;Case177;deviant;Round Grinding - Machine 2;ID4385;S;Machine 2 - Round Grinding;0;0;107.0;2012-01-08 15:08:00;908;1;6;15;6043.0;6043.0;2;23;6;24;0.0;48;0.004302498758894589;0.0011583650504716201;8.0;2.0;3.0;1.0
Wheel Shaft;missing;20;Case201;deviant;Turning & Milling Q.C.;ID4493;D;Quality Check 1;0;0;130.0;2012-01-08 15:30:00;930;1;6;15;257.0;6615.0;12;23;23;24;10.0;5;0.10116731517509728;0.0013605442176870747;23.0;2.0;10.0;1.0
Ballnut;missing;48;Case155;regular;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;35;0;391.0;2012-01-08 15:39:00;939;1;6;15;220.0;3103.0;5;23;12;24;4.0;41;0.06363636363636363;0.0003222687721559781;13.0;3.0;4.0;1.0
Housing;missing;24;Case248;deviant;Turning & Milling - Machine 9;ID3846;S;Machine 9 - Turning & Milling;1;0;318.0;2012-01-08 15:53:00;953;1;6;15;0.0;0.0;1;24;12;25;0.0;3;0;0;13.0;3.0;4.0;1.0
Cable Head;missing;151;Case177;deviant;Round Grinding - Machine 2;ID4385;D;Machine 2 - Round Grinding;2;0;48.0;2012-01-08 15:57:00;957;1;6;15;49.0;6092.0;3;24;6;25;0.0;48;0.5510204081632653;0.001149047931713723;8.0;2.0;3.0;1.0
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;28;0;545.0;2012-01-08 16:05:00;965;1;6;16;365.0;4207.0;10;24;78;25;7.0;48;0.043835616438356165;0.0009507962918944616;11.0;2.0;28.0;2.0
Cable Head;missing;5;Case251;regular;Turning & Milling - Machine 5;ID4429;S;Machine 5 - Turning & Milling;0;0;71.0;2012-01-08 16:15:00;975;1;6;16;0.0;0.0;1;25;14;26;0.0;48;0;0;9.0;4.0;5.0;1.0
Ballnut;missing;108;Case215;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;100;0;147.0;2012-01-08 16:48:00;1008;1;6;16;148.0;4407.0;7;25;12;26;4.0;48;0.12837837837837837;0.0009076469253460404;13.0;3.0;4.0;1.0
Ballnut;missing;48;Case155;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;48;0;75.0;2012-01-08 17:00:00;1020;1;6;17;81.0;3184.0;6;25;12;26;4.0;41;0.19753086419753085;0.000314070351758794;13.0;3.0;4.0;1.0
Spur Gear;missing;85;Case210;regular;other;ID4882;D;Machine 11 - Grinding;0;0;149.0;2012-01-08 17:08:00;1028;1;6;17;558.0;7268.0;13;25;28;26;12.0;41;0.053763440860215055;0.0015134837644468905;1.0;1.0;16.0;1.0
Spur Gear;missing;85;Case210;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;35;0;75.0;2012-01-08 17:38:00;1058;1;6;17;30.0;7298.0;14;25;28;26;13.0;41;1.0;0.0015072622636338722;1.0;1.0;16.0;1.0
Cable Head;missing;3;Case277;deviant;Round Grinding - Manual;ID4528;D;Machine 27 - Grinding;0;0;463.0;2012-01-08 17:43:00;1063;1;6;17;463.0;8743.0;9;25;13;26;8.0;1;0.0734341252699784;0.0014869038087612948;1.0;4.0;5.0;1.0
Housing;missing;24;Case248;deviant;Turning & Milling - Machine 9;ID3846;D;Machine 9 - Turning & Milling;7;0;111.0;2012-01-08 17:46:00;1066;1;6;17;113.0;113.0;2;25;12;26;0.0;3;0.061946902654867256;0;13.0;3.0;4.0;1.0
Spur Gear;missing;105;Case230;deviant;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;14;0;339.0;2012-01-08 17:49:00;1069;1;6;17;321.0;3875.0;5;25;10;26;0.0;15;0.04984423676012461;0.0005161290322580645;7.0;3.0;4.0;1.0
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4794;D;Machine 4 - Turning & Milling;5;0;110.0;2012-01-08 17:50:00;1070;1;6;17;105.0;4312.0;11;25;78;26;7.0;48;0.1619047619047619;0.0009276437847866419;11.0;2.0;28.0;2.0
Spur Gear;missing;85;Case210;regular;Lapping - Machine 1;ID4872;D;Machine 1 - Lapping;0;0;61.0;2012-01-08 17:51:00;1071;1;6;17;13.0;7311.0;15;25;28;26;13.0;41;2.3076923076923075;0.0015045821365066339;1.0;1.0;16.0;1.0
Barrel;missing;32;Case250;regular;Milling - Machine 16;ID4326;D;Machine 16 - Milling;17;0;670.0;2012-01-08 17:59:00;1079;1;6;17;3179.0;7319.0;6;25;14;26;5.0;41;0.009436929852154765;0.0015029375597759257;9.0;4.0;5.0;1.0
